cliente_id,nome,idade,genero,endereco,telefone,cep,data_registro
353,Larissa da Rocha,62,Feminino,"Sítio Kevin Nunes, 7 Bom Jesus 66912675 Pires do Sul / AM",21 8041 3391,38684-195,2021-11-24
354,Eduardo Carvalho,22,Feminino,Conjunto Matheus Santos Frei Leopoldo 41448137 Ferreira / BA,+55 61 5334 1573,00569-993,2020-01-12
355,Sra. Olivia da Luz,62,Masculino,"Condomínio João Vitor Rocha, 21 Palmeiras 35108-880 Pinto / PR",+55 (021) 3149 4300,50433475,2022-05-05
356,Marcos Vinicius Santos,49,Masculino,Rua Ana Julia da Rocha Vila Boa Vista 63344992 Freitas Alegre / RJ,81 0965-8757,78894158,2023-12-09
357,Maria Luiza Farias,27,Feminino,"Feira Nicole Duarte, 352 União 25819206 da Cunha / SC",(021) 0562 0811,82925-349,2021-06-21
358,Bernardo Pinto,63,Feminino,"Condomínio Maria Sophia Santos, 18 Pongelupe 99766059 Teixeira da Mata / PE",+55 (021) 6891-2286,46141930,2024-12-03
359,Kamilly Correia,33,Feminino,"Residencial Laura Vieira, 12 Nossa Senhora De Fátima 81543491 Cardoso do Norte / MG",(011) 6261-4977,10285288,2021-12-05
360,Alícia Rocha,35,Feminino,"Setor Carlos Eduardo Fogaça, 74 Vila União 96249-097 Correia / TO",+55 71 5764 1316,66563-862,2024-05-06
361,Sr. Luiz Henrique da Cunha,26,Feminino,"Vila Helena Gomes, 318 São Tomaz 81733-154 Azevedo Paulista / SP",+55 51 3240 3472,37357-544,2025-02-26
362,Maria Alice Nogueira,73,Feminino,"Rua de Duarte, 13 Vila Primeiro De Maio 86329-427 da Mota / MS",41 2122 6770,79721-850,2020-02-29
363,Maria Vitória Castro,46,Feminino,"Distrito Sophie Ribeiro, 18 Monsenhor Messias 31026044 Pires / MA",(084) 8824-9900,06392725,2024-10-08
364,Sarah Teixeira,18,Masculino,"Pátio de Rodrigues, 54 Vila Havaí 29534180 da Cunha das Pedras / AP",+55 (061) 1519 4276,86688180,2021-06-18
365,Dr. Ryan da Conceição,22,Feminino,"Aeroporto Emilly Moura, 28 Capitão Eduardo 99399-907 da Mata da Praia / DF",+55 (041) 3944 3961,36642-102,2021-12-03
366,Isabel Moreira,22,Masculino,"Esplanada Luiz Otávio Vieira, 20 Europa 79665661 Gonçalves / MA",71 9336-2733,72012760,2022-02-02
367,Yasmin Alves,61,Masculino,"Trecho Enzo Vieira, 8 Vila Paraíso 53923-119 Moreira / PA",+55 21 2462-8325,95625845,2020-08-22
368,Catarina Ribeiro,20,Feminino,"Trevo Lima, 27 Vila Da Amizade 46914104 Martins Paulista / SP",+55 11 7406-2343,25003497,2020-07-29
369,Erick Costela,48,Feminino,"Colônia Martins, 95 Heliopolis 64759538 Cardoso da Mata / SC",+55 84 5640 4267,50200-538,2020-07-13
370,Luna da Rosa,38,Feminino,Recanto Barbosa Marçola 57813-720 Cardoso do Oeste / PR,(071) 8040 2911,83750-661,2021-09-29
371,Sr. Theo Viana,63,Feminino,"Loteamento de Freitas, 628 São Gabriel 15098023 Fernandes / ES",31 6593-5259,40183-214,2021-11-07
372,Raquel Alves,53,Masculino,"Rodovia de Caldeira, 37 Dom Cabral 01551128 Gonçalves / AL",+55 11 5090-2688,11167435,2022-10-11
373,João Pedro Rodrigues,56,Feminino,"Vereda Monteiro, 21 Renascença 17407746 Oliveira / MG",84 5122-3488,15494-151,2024-01-30
374,Davi Lucca Cardoso,79,Feminino,"Núcleo da Cunha, 56 Vila Petropolis 98531-031 Nascimento / PA",+55 84 1194-4360,21061-770,2024-04-10
375,Dr. Eduardo Moraes,25,Feminino,"Fazenda Cardoso, 38 Salgado Filho 90260944 da Mata dos Dourados / CE",71 9862 8767,37714800,2024-06-27
376,Vitor Teixeira,57,Masculino,"Feira de Barbosa, 245 Tupi A 74923143 Moreira / AM",+55 (041) 9752 4801,68245925,2023-06-25
377,Helena Sales,56,Masculino,"Vale Pires, 3 Marmiteiros 31196232 Lopes de Viana / RR",81 1177 9334,84058616,2021-02-17
378,Isaac Pereira,52,Feminino,"Chácara Correia, 28 Cardoso 22906139 Fernandes da Praia / PE",+55 (011) 5561-2187,41449-007,2020-07-22
379,Sra. Lara Fernandes,50,Feminino,"Sítio de Barbosa, 48 Vila Da Paz 80091-693 da Paz / RR",+55 61 5367-1739,69166336,2020-12-30
380,Rafaela Nunes,31,Feminino,"Esplanada Campos, 15 São Lucas 35358605 Pereira da Prata / RN",0500 467 2490,93792965,2023-07-14
381,Luiz Otávio Viana,50,Masculino,"Chácara Ryan Nascimento, 8 Pirineus 22007-396 Moura Paulista / RS",41 0131-7188,39543-695,2021-09-02
382,Beatriz Martins,27,Feminino,"Praça Carvalho, 47 Pousada Santo Antonio 34780-141 das Neves / PE",11 7837-3021,90408-478,2021-07-05
383,Maria Cecília Martins,68,Feminino,"Rodovia da Paz, 761 Jardim Felicidade 64323650 Nascimento / RO",+55 84 8757-5123,20899192,2021-12-25
384,Leandro Nascimento,48,Feminino,"Campo de Teixeira, 89 Vila Copacabana 49066178 Barros da Prata / RR",0300 432 8332,91568-527,2021-03-03
385,Kevin Ferreira,37,Feminino,"Travessa Alexandre Alves, 7 Satelite 83090-411 Barbosa de Fernandes / RN",+55 31 3980-4180,00800310,2022-02-05
386,Francisco Lima,30,Masculino,"Jardim Pinto, 83 Santo Antônio 56369-405 Gonçalves das Pedras / AC",(081) 3482 6406,47555-429,2021-05-27
387,Sarah Lopes,48,Feminino,"Rodovia de Pinto, 59 Outro 74927-694 Araújo do Norte / SE",21 5965 3753,39148-887,2023-01-13
388,Vitor Hugo Gomes,49,Masculino,Rua de Novaes Santa Branca 38747077 Freitas Paulista / CE,+55 (041) 9534-0793,68278226,2021-02-05
389,Emanuel Freitas,52,Feminino,Loteamento Melo Sion 07744-900 Castro de Rocha / PE,11 8359 5379,20030722,2022-08-05
390,Fernando Porto,34,Masculino,"Ladeira da Costa, 320 Cinquentenário 49216458 Freitas do Sul / AM",(084) 1276-5494,02509-741,2023-12-23
391,Pedro Azevedo,40,Feminino,"Lago Luiz Otávio Cavalcanti, 6 Vila Da Ária 28083-691 Cunha Verde / BA",+55 31 4248 3635,98619-606,2023-09-09
392,Sr. Bernardo Viana,61,Feminino,"Estrada Marcela Alves, 65 Canadá 92418336 Lopes de da Luz / SC",31 2466 5640,36832394,2021-07-09
393,Maria Julia Pinto,61,Masculino,"Viela Teixeira, 35 Calafate 39646-827 Ramos / TO",0800 052 6278,81901-623,2021-02-12
394,Maria Sophia Cardoso,74,Masculino,"Estrada Oliveira, 20 Nova Pampulha 35284-213 Peixoto / AC",+55 11 3991 3749,60627-760,2024-03-15
395,Mirella Barros,43,Masculino,"Distrito Nathan Martins, 906 São Francisco Das Chagas 55872-503 Nunes / SP",(041) 1158-9830,99321-070,2023-12-29
396,Ian Novaes,29,Feminino,"Praia João Gabriel da Mota, 66 Caiçaras 65959-116 Silva de da Rocha / AL",+55 11 6081-5311,90782695,2024-01-07
397,Sophie da Cunha,54,Feminino,"Chácara Lima, 45 Vila Ipiranga 36717099 Cunha de Goiás / MG",0300-558-0946,94188-736,2020-11-07
398,Carlos Eduardo Fernandes,35,Feminino,"Colônia Dias, 431 Ipiranga 52454-005 Fernandes de Moreira / PR",31 5289 4072,63587301,2021-06-03
399,Gabriela da Rocha,43,Feminino,"Lagoa de Araújo, 32 Alto Dos Pinheiros 14986-637 da Luz / MT",+55 (061) 1432 3788,32045-943,2020-01-08
400,Pedro Sales,51,Feminino,"Esplanada Moraes, 97 Vila Madre Gertrudes 1ª Seção 70598-649 Castro de Teixeira / AC",(021) 3211-6457,51627-438,2022-01-10
401,Carolina da Paz,29,Feminino,"Conjunto da Mota, 16 Etelvina Carneiro 45665-273 Pereira Alegre / PR",11 8590-3750,83151899,2022-10-13
402,Noah Melo,35,Feminino,"Fazenda Nunes, 72 Sion 60728869 Silva do Sul / MS",(081) 5095-2089,83656475,2022-12-15
403,Lívia Costa,43,Masculino,"Estrada Porto, 59 Vista Do Sol 13226-778 Cavalcanti / AP",+55 (061) 3971 8846,93413458,2021-08-09
404,Vitor Pinto,18,Feminino,"Loteamento Lucas Peixoto, 94 Céu Azul 46596517 Viana da Praia / PI",+55 71 4511 9034,28704860,2022-05-07
405,Emanuel Azevedo,75,Masculino,"Favela Alana da Paz, 47 São João 85988-814 Martins de Costa / AL",+55 (011) 5199 1933,55008-684,2020-11-14
406,Nina Nascimento,34,Masculino,"Ladeira Henrique da Cruz, 74 Coração De Jesus 51193919 Mendes do Amparo / CE",51 9262 4262,60583601,2022-02-08
407,Beatriz Mendes,21,Feminino,"Recanto de Almeida, 343 Pantanal 88586741 Nunes da Serra / RN",(051) 8874-6498,81420384,2023-12-30
408,Yasmin Vieira,34,Masculino,"Ladeira de Silveira, 454 Nossa Senhora Do Rosário 99554-982 Pires / ES",41 3075-1168,25159598,2021-10-18
409,Theo Rezende,31,Feminino,"Viela Lopes, 12 Colégio Batista 02624297 Jesus do Campo / BA",0900 058 1227,78282-087,2020-06-10
410,Isis Melo,48,Masculino,"Área de Campos, 51 Tupi A 11351-362 Gonçalves / TO",+55 81 5765-9172,24945-343,2022-12-02
411,Augusto da Cruz,79,Feminino,"Favela Igor Farias, 18 Vila São Rafael 52048-552 Santos das Flores / RJ",11 8278 8621,04232490,2024-08-24
412,Emilly Pinto,47,Masculino,"Recanto Yuri da Rosa, 21 Camponesa 1ª Seção 41534-416 Nascimento / MA",0500-692-7466,91598-961,2022-09-29
413,Ana Júlia da Rosa,61,Feminino,Colônia de Novaes Nossa Senhora Aparecida 77434-645 Mendes Alegre / AM,71 2017-1586,84763667,2024-10-18
414,Arthur Gonçalves,18,Feminino,"Núcleo Amanda Costela, 6 Coqueiros 28438-005 da Cunha do Campo / GO",21 1470-8869,20706-238,2024-12-22
415,Raul Vieira,65,Masculino,"Passarela Nicole Silveira, 29 Mirtes 47666-974 Oliveira do Amparo / PA",+55 (081) 3120 3754,64843-483,2025-03-12
416,Kaique Moraes,45,Feminino,"Feira de da Rosa, 6 Vila Jardim Leblon 59069049 Rezende Grande / SC",(011) 2872 0998,67999395,2020-02-17
417,Letícia das Neves,49,Feminino,"Travessa Correia, 6 Vila Maria 72664-324 da Paz de Nunes / DF",0800-955-0601,79502140,2024-05-06
418,Sra. Eloah da Cruz,45,Feminino,Vale de Ramos Itaipu 86460350 Jesus do Sul / RR,0800 179 5498,59689-206,2021-02-08
419,Pedro Henrique Jesus,19,Masculino,"Trevo da Costa, 629 João Paulo Ii 23907766 Sales da Praia / DF",61 0892 4523,37412874,2022-06-28
420,Sra. Beatriz Dias,68,Masculino,"Vale de Jesus, 280 Urca 91606-944 da Conceição Verde / RN",(021) 9548 7506,16125-381,2020-05-18
421,Srta. Valentina Nunes,34,Feminino,"Loteamento de Moura, 22 Xodo-Marize 27510-421 Vieira de Minas / ES",(041) 1722 5959,13581-914,2020-04-17
422,Diogo Santos,44,Masculino,"Vereda Souza, 5 Jardim Alvorada 04473-261 da Mata de Ribeiro / DF",+55 (021) 1815 7908,36381038,2024-11-03
423,Raquel da Rosa,46,Masculino,"Feira Cavalcanti, 82 Boa União 2ª Seção 82032-158 Pinto da Serra / AM",81 3856 1413,07207263,2024-03-02
424,Lucca Campos,54,Feminino,"Viaduto Silveira, 9 Vila Nova Dos Milionarios 10133-473 Lima da Serra / RR",71 0756-3831,85535047,2024-10-15
425,Manuela Mendes,33,Masculino,"Distrito de Novaes, 2 Horto 94123-853 Rocha / PA",(021) 4684 6764,39744674,2021-12-05
426,Maria Sophia Carvalho,79,Masculino,"Sítio das Neves, 77 Vila Nova Gameleira 3ª Seção 94720-279 Almeida / SC",11 1479 9602,85004-357,2022-05-31
427,Clarice Gonçalves,52,Masculino,Loteamento da Cruz João Pinheiro 77062-742 Ferreira Grande / AP,(051) 9348 9532,06642727,2020-06-28
428,Kamilly da Rocha,64,Masculino,"Trevo Teixeira, 39 Solar Do Barreiro 57857847 Peixoto do Amparo / CE",+55 84 5789 5279,25301685,2023-09-15
429,João Felipe da Rosa,40,Feminino,"Rodovia Carvalho, 78 Casa Branca 55044221 Cardoso das Flores / RS",84 4092-8653,51465-668,2020-01-14
430,Igor da Conceição,51,Masculino,"Viela Ribeiro, 23 Capitão Eduardo 59942583 Vieira / PB",+55 (021) 6026 5517,90151-037,2021-02-07
431,Ana Vitória da Mota,19,Masculino,Recanto Castro João Alfredo 03117-260 Duarte / SP,0800-492-5535,34519-720,2020-12-04
432,Thiago Vieira,55,Masculino,"Condomínio de Vieira, 177 Distrito Industrial Do Jatoba 55063220 Farias de Carvalho / PB",+55 (021) 7970-5865,76578-871,2023-11-10
433,Leandro Mendes,41,Feminino,"Viaduto de Nascimento, 98 Vila Suzana Segunda Seção 69419-238 Campos do Galho / MT",+55 51 6420 8709,08597893,2022-07-13
434,Augusto Lopes,36,Feminino,"Setor Carvalho, 1 Vila Da Luz 60161-112 Ribeiro dos Dourados / ES",+55 (031) 1092-9804,80877-203,2020-05-01
435,João Lucas Moraes,42,Feminino,"Rua Rocha, 23 Monsenhor Messias 68495455 Novaes do Oeste / RJ",+55 84 9795-3933,78632110,2022-11-16
436,Dr. Paulo Alves,50,Feminino,Praça de da Luz São Pedro 46661-358 Nascimento / AL,+55 (021) 2666-3872,25134-860,2020-01-19
437,Brenda Monteiro,80,Masculino,"Avenida Joaquim Barbosa, 12 São Bento 68579-499 Cardoso de Mendes / BA",+55 (081) 7026-8528,66816-595,2020-09-26
438,Maria Clara Castro,28,Masculino,"Pátio de Pinto, 401 Das Industrias I 08164-100 Nascimento / RJ",84 3958 8352,12251642,2021-08-17
439,Luigi Nogueira,44,Masculino,"Morro Sophia Vieira, 4 Santana Do Cafezal 38666-277 Costa do Norte / SC",+55 51 7189 6397,55160-984,2020-08-27
440,Francisco Nogueira,34,Masculino,"Fazenda Nogueira, 93 Tres Marias 59102-746 da Cruz / RR",+55 31 9165-3837,54719816,2025-03-11
441,Enrico Cavalcanti,34,Masculino,"Parque de Rocha, 42 Piratininga 38659412 Teixeira / ES",+55 81 3664 2541,92146867,2023-08-25
442,Catarina Barbosa,33,Feminino,Rodovia de Pinto Vila Inestan 17394381 Martins / PA,(061) 5909 9839,37632-941,2023-12-28
443,Srta. Lorena Moreira,53,Feminino,Distrito Júlia Nogueira Vila Olhos D'água 83018-973 Ferreira / AC,0500 485 7037,25149-249,2021-06-28
444,Beatriz das Neves,42,Feminino,"Feira Dias, 60 Indaiá 75637-144 da Costa de Minas / GO",+55 81 0518-2012,74803424,2022-11-03
445,Pedro Miguel Santos,79,Masculino,"Via de Costela, 1 São Cristóvão 53375-944 da Cruz de Duarte / BA",31 0021 6801,87135165,2022-10-18
446,Helena Azevedo,41,Feminino,"Favela Theo Santos, 524 Guarani 59915930 Vieira da Serra / RR",+55 (041) 7473 6496,06857734,2022-08-22
447,Marina Rocha,78,Feminino,"Jardim Pires, 79 Castelo 50181512 Correia / GO",+55 (061) 3310-6693,58489573,2023-05-07
448,Cauê Nogueira,53,Masculino,"Ladeira Sarah Moraes, 88 Vila Havaí 48606506 Melo / GO",(071) 2713-8707,47622414,2024-01-19
449,Ana Carolina Martins,53,Feminino,"Sítio Souza, 135 Mangabeiras 69937-770 Ferreira / AM",(084) 5893 2811,38189956,2020-03-10
450,Raul Ramos,19,Masculino,Condomínio Ribeiro Vila Barragem Santa Lúcia 71883-567 da Conceição / DF,+55 81 2909-8930,53312427,2024-10-06
451,Dr. Felipe Nascimento,49,Feminino,"Setor Araújo, 615 Vila Sesc 59701105 Teixeira dos Dourados / RR",(011) 5652-1997,22778088,2021-10-17
452,Miguel Barbosa,57,Feminino,"Colônia de Lopes, 15 Ipiranga 85323-485 Barros de da Cunha / RR",(061) 5545-2236,07537-972,2022-12-19
453,Pietra Nunes,32,Masculino,Favela Santos Unidas 22068-762 Nascimento do Norte / MG,41 2363 7260,19735-507,2022-04-28
454,Lara da Paz,66,Feminino,"Vila Sabrina Nogueira, 8 Grajaú 81986476 Gonçalves do Norte / MT",0500-906-4554,95307077,2020-11-24
455,Pedro Lucas da Cruz,35,Feminino,"Travessa da Mota, 451 Jardim Leblon 59938-372 Freitas do Oeste / RN",(084) 8211 6095,79195-324,2022-04-14
456,Sr. João Vitor Ferreira,77,Masculino,"Via de Pires, 537 Minaslandia 96908-214 Farias / AM",(021) 9888-1131,74469-664,2023-01-30
457,Srta. Stella da Mata,50,Feminino,Chácara Barros Ouro Minas 91466-632 Martins / PI,71 0302-4075,15802-439,2023-06-13
458,Thiago Cardoso,20,Feminino,"Conjunto Augusto da Cruz, 10 Bernadete 23302560 Pereira das Flores / RJ",0500-769-9489,09632-244,2023-03-17
459,Sra. Ana Júlia Ferreira,35,Masculino,Via Duarte Vera Cruz 93049574 Melo de Minas / AM,(031) 5296 2466,38414-890,2020-05-12
460,Caroline Lopes,22,Feminino,"Esplanada Viana, 2 Serra Verde 80991-974 da Rosa do Galho / MA",+55 (084) 4356 7708,38893-579,2021-03-09
461,Valentina Caldeira,55,Masculino,"Vereda de Melo, 9 Canaa 11029-484 Freitas do Amparo / SC",+55 (081) 8431-4908,04102242,2022-12-09
462,Thomas Moraes,66,Feminino,Distrito Correia Vila Da Paz 34211085 Castro de Fogaça / RN,0900 731 1721,72210-972,2022-02-11
463,Sophia Lopes,42,Feminino,"Estação Igor Almeida, 21 Vila Pilar 77121-307 Lima da Mata / RO",(031) 5971-2179,09747079,2022-09-29
464,Sabrina Pires,76,Feminino,"Jardim Nascimento, 91 Monte São José 34131-283 Gonçalves de Cunha / AC",(051) 7059 7662,83240726,2024-09-15
465,João Felipe da Conceição,78,Masculino,"Vale de Aragão, 38 Vila Pilar 86659069 Cunha / AL",+55 (081) 1820-2949,17782-800,2020-08-19
466,Maitê Cardoso,54,Masculino,"Vale de Nunes, 61 Madri 78206-525 da Mota da Prata / SE",0500 058 2761,58892-304,2021-06-26
467,Gabriela Rocha,55,Feminino,"Viela André da Conceição, 9 Marmiteiros 01768-784 Ramos / RN",+55 (011) 4038-2907,48362-803,2022-09-30
468,André Nunes,32,Masculino,"Viela Carvalho, 28 Vila Barragem Santa Lúcia 11373-945 da Mota de Araújo / AC",11 1546 6354,61723852,2020-07-13
469,Srta. Carolina Oliveira,20,Masculino,"Condomínio de da Rosa, 74 Vila De Sá 28648-053 Silva / GO",(081) 6713 4439,69379477,2021-03-18
470,Leandro Melo,24,Masculino,Lago de Araújo Confisco 60145-812 Novaes / ES,+55 (071) 5528 8739,32215214,2020-10-19
471,Cauê Cunha,55,Feminino,Lagoa Maria Cecília Silva Boa Esperança 70736-516 Costela / GO,31 2531-4851,71286008,2020-10-02
472,Elisa Gomes,45,Masculino,"Feira Maria Eduarda Jesus, 70 Vila Santa Monica 2ª Seção 39871-907 da Rosa / PI",(021) 4546 6180,73408-346,2023-03-09
473,Nicolas Monteiro,24,Feminino,"Ladeira de Teixeira, 65 Vila Das Oliveiras 02926425 Pinto / SE",(084) 8837 6148,56215789,2023-03-07
474,Laura Martins,31,Masculino,Trevo de da Mata São Geraldo 80418658 Costa dos Dourados / AP,+55 (061) 0068 9949,37575-846,2020-04-20
475,Giovanna Aragão,70,Masculino,"Chácara de da Cunha, 57 Vila Coqueiral 76274805 Jesus de Vieira / TO",71 6973-1098,93250-525,2023-11-06
476,Camila Moreira,66,Masculino,"Aeroporto de Porto, 94 Comiteco 01354-533 Monteiro de Fernandes / ES",+55 71 5709 4022,59935783,2024-10-17
477,Sr. Pedro Henrique Martins,73,Feminino,"Rodovia Benício Azevedo, 583 São Cristóvão 83463158 da Cruz / BA",0300 886 9500,11040-648,2021-11-20
478,Srta. Maria Fernanda Martins,77,Masculino,"Trecho de Monteiro, 937 Marieta 2ª Seção 72800-792 Almeida / AC",+55 (011) 9106 6625,34670-752,2020-05-21
479,Caio Vieira,69,Masculino,"Área Natália Moura, 61 Conjunto Celso Machado 72565-378 Souza / AP",+55 41 8085-7690,13956624,2020-08-13
480,Dra. Maria Alice Nogueira,66,Feminino,"Esplanada de Gomes, 63 Serra Verde 71951-739 Almeida / PI",+55 84 7404-7812,48228-595,2022-01-26
481,Gustavo Henrique Souza,59,Feminino,"Residencial de Costela, 5 Jatobá 02887385 Oliveira de Dias / RR",+55 51 3471 8290,37519-842,2021-06-29
482,Ian Vieira,72,Masculino,"Alameda de da Cruz, 2 Maravilha 93504715 Alves de Souza / RR",+55 (071) 3703 8862,92645-896,2021-02-24
483,Marcos Vinicius Ferreira,22,Feminino,"Setor Jesus, 17 Califórnia 96315378 Viana da Prata / AP",+55 (081) 2246-3190,51404322,2022-04-13
484,Calebe Viana,75,Feminino,"Feira Azevedo, 4 Mantiqueira 68348-345 Barros do Galho / PI",(011) 6617 1099,46612449,2024-05-24
485,Breno Alves,53,Feminino,"Vereda Jesus, 81 Horto 58321898 Aragão / PA",(041) 1075-4562,05386148,2024-07-18
486,Theo Campos,61,Masculino,Pátio Rodrigues Vila Maria 41415126 da Luz das Flores / CE,0800-422-9727,58411-808,2024-04-25
487,Giovanna Melo,44,Feminino,"Vale de Rezende, 904 Barão Homem De Melo 1ª Seção 03626438 Sales de Santos / TO",+55 51 9757 4951,47476-108,2022-07-29
488,Lavínia Silva,62,Masculino,"Núcleo de Lopes, 69 Trevo 91136206 Monteiro da Prata / AL",+55 71 2158 9623,94987-905,2023-08-19
489,Anthony Aragão,41,Masculino,Setor João Vitor da Conceição Padre Eustáquio 73541-670 Barros de Nogueira / RO,(081) 3914-8376,29329-151,2021-08-23
490,Júlia Ramos,61,Masculino,"Lagoa Beatriz Costa, 463 Alto Caiçaras 20664-359 Campos de da Mota / DF",+55 31 1681 1030,00650-199,2023-01-14
491,Marcelo Gomes,36,Feminino,"Avenida Eduardo da Costa, 98 Ouro Preto 91114-643 Carvalho / AP",21 6262 3521,22568-181,2021-09-02
492,Maria Vitória Peixoto,51,Feminino,"Estação Stephany Barros, 391 Santo Agostinho 07140454 Barbosa da Praia / DF",+55 (011) 6456 0231,17952-870,2022-08-30
493,Beatriz Azevedo,19,Feminino,"Alameda Noah Cunha, 9 Ipiranga 24090-141 Moura / AM",0300 526 5605,00346268,2023-04-09
494,Luiz Miguel Farias,62,Masculino,"Travessa da Paz, 904 Oeste 57414487 Moraes / RJ",(071) 9791 0572,75320-207,2022-05-28
495,Eduarda Carvalho,59,Feminino,"Campo de Azevedo, 63 Lourdes 68120-449 Gonçalves Grande / MG",+55 81 7774 7686,54699-768,2023-11-03
496,Julia da Mata,28,Masculino,"Trecho de Farias, 9 Vila Formosa 19054583 da Costa do Sul / DF",+55 (051) 2228-4496,13156-292,2024-07-19
497,Thales Aragão,73,Feminino,"Esplanada Sophia Melo, 6 Marieta 3ª Seção 32913163 Moraes do Amparo / PB",11 1425 0439,80726-985,2024-04-24
498,Eduardo Gonçalves,66,Masculino,"Trevo de Pinto, 56 Engenho Nogueira 83032296 Oliveira das Pedras / AL",0300-417-0435,90822816,2023-03-06
499,Sr. Antônio Nascimento,21,Feminino,Rodovia de Costa Vila Da Ária 98229725 Pereira de Almeida / MS,0500-528-4388,94144549,2022-12-28
500,Sr. Kaique Cunha,79,Masculino,"Trecho Mendes, 9 Vila Oeste 09418-265 Fogaça do Galho / AC",+55 (041) 1111-9835,85904108,2025-03-04
